"node_name","node_id","prod_type","prod_subtype","coal_brand","coal_group","year","prod_capa_Mt","total_cash_cost_ex_transp","c1_cash_cost_ex_transp","price_ex_transp","price_usd_pt","c1cashcost_usd_pt","mining_cost_usd_pt","coal_prep_cost_usd_pt","overhead_cost_usd_pt","port_cost_usd_pt","transp_cost_usd_pt","royalties_usd_pt","CV_cost_premium"
"mine ROW Coking South Fork","mine_idno_11318","Metallurgical","HCC",NA,"HCC",2019,0,121.9,98.5,173.6,173.61360975781,129.181737023597,87.488405074252,0.907790260173468,5.51156157961828,4.4092512636952,30.8647288458578,23.4495967206746,0
"mine ROW Coking Greenhills","mine_idno_11267","Metallurgical","HCC",NA,"HCC",2019,0.56,69.9,60.7,175.8,175.792910350877,93.54531,58.45831,4.61496,1.07779,9.79808,19.59617,9.26698333333333,0
"mine ROW Coking Elkview","mine_idno_11263","Metallurgical","HCC",NA,"HCC",2019,0.63,79.4,72.4,176.2,176.1796,105.68436,69.41464,5.79768,1.07779,9.79808,19.59617,7.0227925,0
"mine ROW Coking Oak Grove","mine_idno_11301","Metallurgical","HCC",NA,"HCC",2019,0.02,118.6,106.8,176.8,176.844610683817,140.697970324159,109.061631257157,6.28317180076243,2.20462063184617,3.85809110573222,19.2904555286611,11.8081133842154,0
"mine ROW Coking Choctaw","mine_idno_11249","Metallurgical","HCC",NA,"HCC",2019,0,97.9,81.6,176.8,176.84462068382,115.522903108963,86.1200746820874,0.742730212867117,3.30693094776925,6.06271173757839,19.2904555286611,16.3261046790756,0
"mine ROW Coking No 4","mine_idno_11299","Metallurgical","HCC",NA,"HCC",2019,0.06,73.2,62.1,176.8,176.84462068382,96.0844175378766,60.8104474283265,6.61387189554137,3.30693094776925,6.06271173757839,19.2904555286611,11.1059531829757,0
"mine ROW Coking No 7","mine_idno_11300","Metallurgical","HCC",NA,"HCC",2019,0.18,62.9,51.8,176.8,176.84462068382,85.7765545836342,50.5025844740841,6.61387189554137,3.30693094776925,6.06271173757839,19.2904555286611,11.1059531829757,0
"mine ROW Coking Shoal Creek","mine_idno_11316","Metallurgical","HCC",NA,"HCC",2019,0.05,88.5,77.3,176.8,176.84462068382,111.20155187046,78.5936525250083,5.27030151047294,4.18905120058567,3.85809110573222,19.2904555286611,11.260273227204,0
"mine ROW Coking Swanns Crossing","mine_idno_11320","Metallurgical","HCC",NA,"HCC",2019,0,106.2,90.8,176.8,176.844630683823,124.724775746228,95.8123574599039,0.742730212867117,5.02114143906345,3.85809110573222,19.2904555286611,15.455644429601,0
"mine ROW Coking Knob Creek","mine_idno_11278","Metallurgical","HCC",NA,"HCC",2019,0,75,64.7,177.3,177.268610805336,99.0878983986768,54.7278456850476,6.77122194063802,5.51156157961828,4.51948129528722,27.5577878980857,10.2956729507487,0
"mine ROW Coking Other Mines Northern APP","mine_idno_11303","Metallurgical","HCC",NA,"HCC",2019,0.03,79.2,66,177.3,177.268610805336,100.326398753632,54.3048855638268,2.48020071082765,6.61387189554137,5.51156157961828,31.4158790038179,13.2829838069146,0
"mine ROW Coking Crooked Creek","mine_idno_11255","Metallurgical","HCC",NA,"HCC",2019,0.01,53.6,42.2,177.3,177.268610805336,76.591441951173,32.9834094530735,6.01920172510838,4.4092512636952,4.51948129528722,28.6600982140088,11.3692632584406,0
"mine ROW Coking Dutch Run","mine_idno_11259","Metallurgical","HCC",NA,"HCC",2019,0.01,44.2,34,177.3,177.268610805336,68.3562795909684,24.8587971245526,5.77902165627257,5.09003145880739,4.51948129528722,28.1089480560486,10.2570929396916,0
"mine ROW Coking Harmony","mine_idno_11270","Metallurgical","HCC",NA,"HCC",2019,0.01,52.7,42.5,177.3,177.268610805336,76.8637520292173,32.0051191726946,6.01669172438902,5.11120146487473,4.51948129528722,29.2112583719717,10.1799329175775,0
"mine ROW Coking Sentinel","mine_idno_11315","Metallurgical","HCC",NA,"HCC",2019,0.01,100.9,81.8,177.3,177.268610805336,116.1503832888,78.7180825606701,5.95248170598637,3.8117910924626,4.51948129528722,23.1485466343933,19.1626854920421,0
"mine ROW Coking Leer","mine_idno_11281","Metallurgical","HCC",NA,"HCC",2019,0.1,50.6,32.9,177.3,177.268610805336,67.3140692922701,25.9773774451387,6.50364186394934,3.30693094776925,4.51948129528722,27.0066377401256,17.653335059461,0
"mine ROW Coking Parkwood","mine_idno_11307","Metallurgical","HCC",NA,"HCC",2019,0,56.3,44.7,177.3,177.268620805339,79.0677326608801,40.9712517423959,6.01920172510838,4.4092512636952,4.51948129528722,23.1485466343933,11.5639133142275,0
"mine ROW Coking Darmac No 2","mine_idno_11257","Metallurgical","HCC",NA,"HCC",2019,0,50.9,40.6,177.3,177.268620805339,74.9379414772784,31.7226990917528,5.66507162361439,5.47290156853829,4.51948129528722,27.5577878980857,10.2956729507487,0
"mine ROW Coking Fording River","mine_idno_11264","Metallurgical","HCC",NA,"HCC",2019,0.84,64.8,55.4,177.6,177.550271529412,90.02004,54.93536,4.61264,1.07779,9.79808,19.59617,9.46717752941177,0
"mine ROW Coking Grande Cache (Surface)","mine_idno_11265","Metallurgical","HCC",NA,"HCC",2019,0.11,56,54.4,178.7,178.6837,90.192,60.96175,4.07405,1.03784,6.02959,18.08877,1.56521,0
"mine ROW Coking Wellmore (Surface)","mine_idno_11324","Metallurgical","HCC",NA,"HCC",2019,0.01,70.4,53,180.7,180.720561794668,90.7877260198402,47.3508935708067,0.597150171143752,4.53436129955184,4.68482134267382,33.6204996356641,17.3984749864179,0
"mine ROW Coking Marfork","mine_idno_11288","Metallurgical","HCC",NA,"HCC",2019,0.04,94.5,76.6,180.7,180.720561794668,114.418682792493,69.9594200504299,3.64067104341945,3.30693094776925,4.9934714311332,32.518189319741,17.8997651300881,0
"mine ROW Coking Hampden (Underground)","mine_idno_11269","Metallurgical","HCC",NA,"HCC",2019,0.02,102.4,85.3,180.7,180.720561794668,123.083705275896,71.961120624119,6.99485200473059,5.82241166870818,4.68482134267382,33.6204996356641,17.1642249192816,0
"mine ROW Coking Panther Creek","mine_idno_11305","Metallurgical","HCC",NA,"HCC",2019,0.01,87.8,71.1,180.7,180.720561794668,108.883731206171,60.6248673751391,6.51157186622209,3.71754106545046,4.4092512636952,33.6204996356641,16.7557548022137,0
"mine ROW Coking Paramont (Surface)","mine_idno_11306","Metallurgical","HCC",NA,"HCC",2019,0,89.7,72.6,180.7,180.720561794668,110.428631648941,67.4054193184511,0.584220167438002,4.13367118471371,4.68482134267382,33.6204996356641,17.1265249084767,0
"mine ROW Coking Rockwell","mine_idno_11313","Metallurgical","HCC",NA,"HCC",2019,0.02,82.8,63.2,180.7,180.720561794668,101.035978956998,54.1669155242845,4.37496125386765,4.18878120050829,4.68482134267382,33.6204996356641,19.5410156004718,0
"mine ROW Coking Toms Creek","mine_idno_11321","Metallurgical","HCC",NA,"HCC",2019,0.01,76,64.9,180.7,180.720561794668,102.750759448456,54.9655557531755,4.96040142165531,4.51948129528722,4.68482134267382,33.6204996356641,11.0942731796282,0
"mine ROW Coking Clintwood Elkhorn (Underground)","mine_idno_11250","Metallurgical","HCC",NA,"HCC",2019,0,95.1,76.1,180.7,180.720561794668,113.918612649172,65.4687787634082,4.97412142558747,6.27270179776172,4.68482134267382,32.518189319741,19.0422454575239,0
"mine ROW Coking Edwight_Goals","mine_idno_11260","Metallurgical","HCC",NA,"HCC",2019,0,132.3,110.4,180.7,180.720561794668,148.220102480009,108.575341117786,0.638870183100743,3.39512097304459,4.19489120225942,31.4158790038179,21.8825262715508,0
"mine ROW Coking Motivation","mine_idno_11295","Metallurgical","HCC",NA,"HCC",2019,0.01,94.4,75.6,180.7,180.720561794668,113.386862496772,71.7194905548676,0.606270173757552,3.85809110573222,4.68482134267382,32.518189319741,18.7957153868682,0
"mine ROW Coking Wellmore (Underground)","mine_idno_11325","Metallurgical","HCC",NA,"HCC",2019,0.02,94,79.6,180.7,180.720571794671,117.457543663433,70.07233008279,4.74450135977816,4.33539124252685,4.68482134267382,33.6204996356641,14.3738041195446,0
"mine ROW Coking Workman Creek","mine_idno_11328","Metallurgical","HCC",NA,"HCC",2019,0.04,90.3,72.4,180.7,180.720571794671,110.255231599244,68.8571097345068,1.73943049852227,4.07855116891627,4.71541135144094,30.8647288458578,17.882085125021,0
"mine ROW Coking Cardinal River","mine_idno_11245","Metallurgical","HCC",NA,"HCC",2019,0.14,80.2,69.6,182.4,182.3679,109.11521,72.49459,6.27309,0.95328,9.79808,19.59617,10.53446,0
"mine ROW Coking Wolverine Perry Creek","mine_idno_11327","Metallurgical","HCC",NA,"HCC",2019,0.17,48.6,33.9,182.4,182.36791,73.35702,43.44097,4.29029,3.0148,6.78329,15.82767,14.75931,0
"mine ROW Coking Acosta","mine_idno_11229","Metallurgical","HCC",NA,"HCC",2019,0.01,74.7,63.4,182.8,182.751132376631,103.225019584379,61.3450575815462,5.11787146678636,5.7871316585969,4.51948129528722,26.4554775821626,11.3637532568614,0
"mine ROW Coking Mine 78","mine_idno_11293","Metallurgical","HCC",NA,"HCC",2019,0.02,32.4,21.5,182.8,182.751132376631,61.3363275790441,21.4592661502441,6.01669172438901,5.09003145880739,4.51948129528722,24.2508569503164,10.9109331270828,0
"mine ROW Coking Conrail","mine_idno_11253","Metallurgical","HCC",NA,"HCC",2019,0.01,64.2,48.9,182.8,182.751142376634,88.7915754477417,51.6112447918271,1.68589048317766,3.52740101095616,4.4092512636952,27.5577878980857,15.2609643738055,0
"mine ROW Coking Heilwood","mine_idno_11271","Metallurgical","HCC",NA,"HCC",2019,0.01,42.9,32.2,182.8,182.751142376634,72.0869806601905,28.4747481608873,5.66507162361439,5.31873152435302,4.51948129528722,28.1089480560486,10.6408630496805,0
"mine ROW Coking Horning","mine_idno_11272","Metallurgical","HCC",NA,"HCC",2019,0,59.3,47.8,182.8,182.751142376634,87.6281851143131,51.5918947862814,3.95901113465599,4.4092512636952,4.51948129528722,23.1485466343933,11.5303033045948,0
"mine ROW Coking Laurel","mine_idno_11280","Metallurgical","HCC",NA,"HCC",2019,0.01,74.5,59.2,182.8,182.751142376634,99.0958284009495,57.5386764906341,5.51156157961828,4.07855116891627,4.4092512636952,27.5577878980857,15.2609643738055,0
"mine ROW Coking Mountain_View","mine_idno_11297","Metallurgical","HCC",NA,"HCC",2019,0.02,51.9,32.3,182.8,182.751142376634,72.1915206901518,26.2552675247822,8.75550250933454,3.85809110573222,5.51156157961828,27.8110979706846,19.5116955920687,0
"mine ROW Coking Barrett","mine_idno_11234","Metallurgical","HCC",NA,"HCC",2019,0.01,42.6,31.9,182.8,182.751152376637,71.7784305717598,28.5450681810411,5.39100154506567,5.21393149431724,4.51948129528722,28.1089480560486,10.6408630496805,0
"mine ROW Coking PBS (Surface)","mine_idno_11310","Metallurgical","HCC",NA,"HCC",2019,0,87.8,73,182.8,182.751152376637,112.825152335786,77.6910922663337,0.750860215197182,3.9593911347649,4.51948129528722,25.9043274242025,14.7846642372975,0
"mine ROW Coking Brush Valley","mine_idno_11243","Metallurgical","HCC",NA,"HCC",2019,0.01,47.5,36.3,182.8,182.751152376637,76.1265818179437,33.0696994778043,6.01920172510838,4.4092512636952,4.51948129528722,28.1089480560486,11.2743532312393,0
"mine ROW Coking Casselman","mine_idno_11247","Metallurgical","HCC",NA,"HCC",2019,0.01,55.1,43.6,182.8,182.751152376637,83.4864539272894,38.769521111378,6.62103189759343,6.56978188290513,4.51948129528722,27.0066377401256,11.4945732943546,0
"mine ROW Coking Cresson","mine_idno_11254","Metallurgical","HCC",NA,"HCC",2019,0,69.6,58.7,182.8,182.751152376637,98.534188239983,59.6225770878818,5.51156157961828,4.62971132687924,4.51948129528722,24.2508569503164,10.9109331270828,0
"mine ROW Coking Rustic Ridge","mine_idno_11314","Metallurgical","HCC",NA,"HCC",2019,0,92.3,77,182.8,182.751152376637,116.854623490635,75.1137515276657,5.69528163227261,4.07855116891627,4.4092512636952,27.5577878980857,15.2609643738055,0
"mine ROW Coking Madison","mine_idno_11286","Metallurgical","HCC",NA,"HCC",2019,0.01,55.6,44,182.8,182.751152376637,83.8549640329047,41.6673919419103,5.39240154546691,4.1667411941916,4.51948129528722,28.1089480560487,11.6139133285575,0
"mine ROW Coking Carter Roag","mine_idno_11246","Metallurgical","HCC",NA,"HCC",2019,0.01,81.5,63.5,182.8,182.75116237664,103.314739610093,66.1392689555713,4.73994135847126,3.6651910504469,4.51948129528722,24.2508569503164,18.0710451791771,0
"mine ROW Coking Vietmindo","mine_idno_11322","Metallurgical","SCC",NA,"SCC",2020,0,76.8,59.2,78.9,78.85673,59.23898,48.10425,3.58677,1.48723,1.2255,4.83523,17.60668,0
"mine RUS Coking Amaam North","mine_idno_11429","Metallurgical","SCC",NA,"SCC",2020,0.03,46.1,43.2,82.9,82.89449,43.24705,23.3483,0,1.85363,9.85515,8.18997,2.84682,0
"mine RUS Coking SUEK Kuzbass","mine_idno_11449","Metallurgical","SCC",NA,"SCC",2020,0.25,64.1,61.9,88.4,88.36642,61.94008,19.12396,2.60771,0.54064,8.00152,31.66625,2.18915,0
"mine ROW Coking Somkhele","mine_idno_11317","Metallurgical","SCC",NA,"SCC",2020,0.01,90,85.2,88.9,88.94485,85.24507,52.67466,11.72166,3.76089,6.68685,10.40101,4.79508,0
"mine ROW Coking Nkomati","mine_idno_11298","Metallurgical","SCC",NA,"SCC",2020,0,72.7,68,89.4,89.36963,67.98588,41.39321,6.46427,1.74632,7.51778,10.8643,4.73192,0
"mine ROW Coking Zululand Anthracite","mine_idno_11329","Metallurgical","SCC",NA,"SCC",2020,0,74.6,69,90.3,90.26903,69.03585,56.40656,3.05464,1.78048,3.36985,4.42432,5.61208,0
"mine RUS Coking Siberian Anthracite","mine_idno_11448","Metallurgical","SCC",NA,"SCC",2020,0.07,90.4,88.1,92.1,92.10499,88.14724,29.43306,2.69463,1.37478,18.18106,36.46371,2.25294,0
"mine RUS Coking Otvalny Yuzhny","mine_idno_11445","Metallurgical","SCC",NA,"SCC",2020,0.23,67.9,66.8,92.1,92.105,66.7845,15.57786,0.94226,0.47886,16.01076,33.77476,1.15956,0
"mine RUS Coking Berezovsky","mine_idno_11433","Metallurgical","PCI",NA,"PCI",2020,0.29,107.6,106.4,101.3,101.31549,106.38368,55.14229,3.03146,2.42517,14.01038,31.77438,1.26582,0
"mine RUS Coking Yuzhni Kuzbass","mine_idno_11455","Metallurgical","PCI",NA,"PCI",2020,0.29,73.3,72.6,101.3,101.3155,72.60847,27.07737,3.19101,0.21626,10.00962,32.11421,0.71546,0
"mine RUS Coking Mine 12","mine_idno_11444","Metallurgical","PCI",NA,"PCI",2020,0.12,122.1,119.2,101.3,101.3155,119.20097,59.95806,3.03146,2.42517,18.01114,35.77514,2.87051,0
"mine RUS Coking Korchakolsky","mine_idno_11440","Metallurgical","PCI",NA,"PCI",2020,0.27,72.4,71.5,108,108,71.50965,22.6355,0.94226,0.47886,14.01038,33.44265,0.85765,0
"mine RUS Coking Mezhdurechenski","mine_idno_11442","Metallurgical","PCI",NA,"PCI",2020,0.29,76.4,75.6,108.1,108.069868,75.6281333333333,18.963446,2.55401733333333,0.32439,18.01114,35.77514,0.738286666666667,0
"mine RUS Coking Bachatsky","mine_idno_11431","Metallurgical","PCI",NA,"PCI",2020,0.93,65.8,65.1,108.1,108.123542105263,65.0721349473684,18.1901561052632,2.64022210526316,1.46746,12.00228,30.7720167368421,0.770855789473684,0
"mine RUS Coking Barzasskoye Tovarischestvo","mine_idno_11432","Metallurgical","PCI",NA,"PCI",2020,0.04,97.3,96.1,110.5,110.52599,96.11886,44.87747,3.03146,2.42517,14.01038,31.77438,1.18905,0
"mine RUS Coking Yuzhnaya","mine_idno_11454","Metallurgical","PCI",NA,"PCI",2020,0.16,86.6,85.4,110.5,110.52599,85.37808,31.0583,3.73103,0.4943,14.01038,36.08407,1.25594,0
"mine RUS Coking Kiyzassky","mine_idno_11439","Metallurgical","PCI",NA,"PCI",2020,0.2,73.4,72.6,110.5,110.526,72.56172,23.33229,2.42517,1.43657,14.01038,31.35731,0.86972,0
"mine RUS Coking Taldinsky","mine_idno_11450","Metallurgical","PCI",NA,"PCI",2020,0.18,63.8,62.9,110.5,110.52601,62.94958,17.54194,2.44967,1.46746,12.00228,29.48823,0.89293,0
"mine RUS Coking Chernigovets","mine_idno_11435","Metallurgical","PCI",NA,"PCI",2020,0.31,95.3,94.6,112.8,112.828615625,94.568605625,36.370558125,3.2233275,0.4943,18.01114,36.46928,0.726069375,0
"mine RUS Coking Krasnobrodsky","mine_idno_11441","Metallurgical","PCI",NA,"PCI",2020,0.49,78.4,77.4,113.6,113.6335152,77.3969664,29.48223,3.03146,1.37478,12.00228,31.5062164,1.00816,0
"mine ROW Coking Grootegeluk","mine_idno_11268","Metallurgical","PCI",NA,"PCI",2020,0.02,66.1,59.6,119.7,119.7365,59.5913,19.05815,7.29087,2.47686,2.30914,28.45628,6.45983,0
"mine ROW Coking Bailey_Enlow_Fork_Harvey","mine_idno_11233","Metallurgical","PCI",NA,"PCI",2020,0.06,58.5,50.9,119.8,119.80351433579,50.8739245805105,17.6841250682854,6.84455196165447,3.47228099515872,3.03136086879063,19.8416056866212,7.59548217687171,0
"mine IDN Coking Central Kalimantan IUP Other Mines","mine_idno_11123","Metallurgical","SCC",NA,"SCC",2020,0.17,75.2,60.9,120.2,120.23571,60.86044,41.7375,1,4.87,3.3,9.95294,14.30767,0
"mine IDN Coking Marunda Graha Mineral","mine_idno_11124","Metallurgical","SCC",NA,"SCC",2020,0.21,79.7,66.8,120.2,120.23571,66.7623,36.7673,0.9,5.58,3.3,20.215,12.9358,0
"mine RUS Coking Razrez Raspadsky","mine_idno_11447","Metallurgical","PCI",NA,"PCI",2020,0.26,82.4,81,121.6,121.5786,81.03929,25.71548,3.51474,2.44062,12.00228,37.36617,1.39556,0
"mine RUS Coking Raspadskaya","mine_idno_11446","Metallurgical","PCI",NA,"PCI",2020,0.5,80.3,78.9,121.6,121.5786,78.89402,23.57021,3.51474,2.44062,12.00228,37.36617,1.44596,0
"mine RUS Coking Mezhegey","mine_idno_11443","Metallurgical","PCI",NA,"PCI",2020,0.06,134.5,132.2,121.6,121.5786,132.17413,81.00942,3.46453,0.66422,12.00228,35.03368,2.30931,0
"mine ROW Coking Dong Bac (Mong Duong) Underground","mine_idno_11258","Metallurgical","PCI",NA,"PCI",2020,0,68.2,43.3,123.2,123.21364,43.25264,36.8551,3.58677,1.48723,1.22551,0.09803,24.90093,0
"mine IDN Coking Adaro MetCoal Stage 1","mine_idno_11121","Metallurgical","SCC",NA,"SCC",2020,0.32,71.4,57.8,124.8,124.850124770642,57.8190797247706,30.4410810091743,1.05045871559633,3.4,1.25,21.67754,13.6177413761468,0
"mine RUS Coking Uvalnaya","mine_idno_11451","Metallurgical","HCC",NA,"HCC",2020,0.16,90.2,87.5,125.3,125.26279,87.52842,27.46627,3.46453,1.48291,18.01114,37.10357,2.66197,0
"mine ROW Coking Blue Diamond (Underground)","mine_idno_11240","Metallurgical","HCC",NA,"HCC",2020,0,114.5,101.9,126.7,126.707456314466,101.90670920655,54.1953555324354,6.75166193503211,4.85899139259111,3.58251102675074,32.518189319741,12.5555035984181,0
"mine ROW Coking Lone Mountain","mine_idno_11285","Metallurgical","HCC",NA,"HCC",2020,0.01,192.6,180,126.7,126.707466314469,180.007391590273,139.500429980943,5.49414157462569,3.6651910504469,4.34099124413182,27.0066377401256,12.5499435968246,0
"mine ROW Coking MC Mining","mine_idno_11289","Metallurgical","HCC",NA,"HCC",2020,0.01,91.7,80.4,126.7,126.707466314469,80.3803930370897,35.9517103037911,6.12334175495501,3.03136086879063,4.4092512636952,30.8647288458578,11.3627132565634,0
"mine ROW Coking Paso Diablo","mine_idno_11308","Metallurgical","HCC",NA,"HCC",2020,0,113.5,89,128.9,128.947,89.04349,61.36846,0.38187,1.5,6.43683,19.35633,24.48932,0
"mine ROW Coking Vinacomin Other","mine_idno_11323","Metallurgical","HCC",NA,"HCC",2020,0.02,80.6,53.6,129.7,129.69858,53.59693,47.1994,3.58677,1.48723,1.2255,0.09803,26.97611,0
"mine IDN Coking Bukit Bara Utama","mine_idno_11122","Metallurgical","HCC",NA,"HCC",2020,0,66.6,59.1,129.7,129.70226,59.0777,43.23684,3.675,2.19086,1.25,8.725,7.52243,0
"mine ROW Coking Brule","mine_idno_11242","Metallurgical","HCC",NA,"HCC",2020,0.25,80.5,71.7,136.3,136.3154,71.67483,46.61412,0.77654,1.53755,6.91895,15.82767,8.84462,0
"mine RUS Coking Bolshevik","mine_idno_11434","Metallurgical","HCC",NA,"HCC",2020,0.09,103.6,102.3,138.2,138.15748,102.30965,43.55597,3.19101,0.33983,18.01114,37.2117,1.25108,0
"mine RUS Coking Antonovskaya","mine_idno_11430","Metallurgical","HCC",NA,"HCC",2020,0.05,110.5,109.2,138.2,138.15749,109.23237,50.47869,3.19101,0.33983,18.01114,37.2117,1.30128,0
"mine RUS Coking Elgaugol","mine_idno_11437","Metallurgical","HCC",NA,"HCC",2020,0.06,73.8,70.8,138.2,138.15749,70.78223,32.49918,4.33066,0.46341,10.00962,23.47936,3.00156,0
"mine ROW Coking Benga","mine_idno_11236","Metallurgical","HCC",NA,"HCC",2020,0.04,109.4,107,138.2,138.1575,106.98762,46.00912,7.8085,1.7,9.68,41.79,2.36637,0
"mine ROW Coking Chirodzi","mine_idno_11248","Metallurgical","HCC",NA,"HCC",2020,0.01,138.1,136.2,138.2,138.1575,136.20055,59.20017,14.18038,1.5,9.68,51.64,1.87971,0
"mine RUS Coking Inaglinsky Surface","mine_idno_11438","Metallurgical","HCC",NA,"HCC",2020,0.18,87.7,86.2,138.2,138.1575,86.24412,35.77894,6.92023,1.03495,18.01114,24.49886,1.45357,0
"mine RUS Coking Denisovskaya","mine_idno_11436","Metallurgical","HCC",NA,"HCC",2020,0.24,89.9,87.8,138.2,138.15751,87.76139,36.78645,7.41454,1.03495,18.01114,24.51431,2.13697,0
"mine IDN Coking Suprabari Mapanindo Mineral","mine_idno_11125","Metallurgical","HCC",NA,"HCC",2020,0.09,99.2,82.5,140,140.01448,79.60002,58.44812,2.5519,4.7,1.25,12.65,16.68095,0
"mine RUS Coking Yuzhni Kuzbass Underground","mine_idno_11456","Metallurgical","HCC",NA,"HCC",2020,0.11,105.7,103.9,142.8,142.76274,103.79299,58.2039,3.23356,0.2317,10.00962,32.11421,1.78762,0
